1969-07-21T07:03:35.479176Z,-14144184.54
1969-07-21T07:03:36.082949Z,-14144183.93
1969-07-21T07:03:36.686723Z,-14144183.33
1969-07-21T07:03:37.290496Z,-14144182.73
1969-07-21T07:03:37.894270Z,-14144182.12
1969-07-21T07:03:38.498043Z,-14144181.52
1969-07-21T07:03:39.101817Z,-14144180.92
1969-07-21T07:03:39.705591Z,-14144180.31
1969-07-21T07:03:40.309364Z,-14144179.71
1969-07-21T07:03:40.913138Z,-14144179.1
1969-07-21T07:03:41.516911Z,-14144178.5
1969-07-21T07:03:42.120685Z,-14144177.9
1969-07-21T07:03:42.724459Z,-14144177.29
1969-07-21T07:03:43.328232Z,-14144176.69
1969-07-21T07:03:43.932006Z,-14144176.09
1969-07-21T07:03:44.535779Z,-14144175.48
1969-07-21T07:03:45.139553Z,-14144174.88
1969-07-21T07:03:45.743326Z,-14144174.27
1969-07-21T07:03:46.347100Z,-14144173.67
1969-07-21T07:03:46.950874Z,-14144173.07
1969-07-21T07:03:47.554647Z,-14144172.46
1969-07-21T07:03:48.158421Z,-14144171.86
1969-07-21T07:03:48.762194Z,-14144171.26
1969-07-21T07:03:49.365968Z,-14144170.65
1969-07-21T07:03:49.969742Z,-14144170.05
1969-07-21T07:03:50.573515Z,-14144169.44
1969-07-21T07:03:51.177289Z,-14144168.84
1969-07-21T07:03:51.781062Z,-14144168.24
1969-07-21T07:03:52.384836Z,-14144167.63
1969-07-21T07:03:52.988609Z,-14144167.03
1969-07-21T07:03:53.592383Z,-14144166.43
1969-07-21T07:03:54.196157Z,-14144165.82
1969-07-21T07:03:54.799930Z,-14144165.22
1969-07-21T07:03:55.403704Z,-14144164.61
1969-07-21T07:03:56.007477Z,-14144164.01
1969-07-21T07:03:56.611251Z,-14144163.41
1969-07-21T07:03:57.215025Z,-14144162.8
1969-07-21T07:03:57.818798Z,-14144162.2
1969-07-21T07:03:58.422572Z,-14144161.6
1969-07-21T07:03:59.026345Z,-14144160.99
1969-07-21T07:03:59.630119Z,-14144160.39
1969-07-21T07:04:00.233892Z,-14144159.78
1969-07-21T07:04:00.837666Z,-14144159.18
1969-07-21T07:04:01.441440Z,-14144158.57
1969-07-21T07:04:02.045213Z,-14144157.97
1969-07-21T07:04:02.648987Z,-14144157.37
1969-07-21T07:04:03.252760Z,-14144156.76
1969-07-21T07:04:03.856534Z,-14144156.16
1969-07-21T07:04:04.460308Z,-14144155.56
1969-07-21T07:04:05.064081Z,-14144154.95
1969-07-21T07:04:05.667855Z,-14144154.32
1969-07-21T07:04:06.271628Z,-14144153.72
1969-07-21T07:04:06.875402Z,-14144153.1
1969-07-21T07:04:07.479176Z,-14144152.54
1969-07-21T07:04:08.082949Z,-14144151.93
1969-07-21T07:04:08.686723Z,-14144151.33
1969-07-21T07:04:09.290496Z,-14144150.73
1969-07-21T07:04:09.894270Z,-14144150.12
1969-07-21T07:04:10.498043Z,-14144149.52
1969-07-21T07:04:11.101817Z,-14144148.91
1969-07-21T07:04:11.705591Z,-14144148.31
1969-07-21T07:04:12.309364Z,-14144147.71
1969-07-21T07:04:12.913138Z,-14144147.1
1969-07-21T07:04:13.516911Z,-14144146.5
1969-07-21T07:04:14.120685Z,-14144145.9
1969-07-21T07:04:14.724459Z,-14144145.29
1969-07-21T07:04:15.328232Z,-14144144.69
1969-07-21T07:04:15.932006Z,-14144144.08
1969-07-21T07:04:16.535779Z,-14144143.48
1969-07-21T07:04:17.139553Z,-14144142.88
1969-07-21T07:04:17.743326Z,-14144142.27
1969-07-21T07:04:18.347100Z,-14144141.67
1969-07-21T07:04:18.950874Z,-14144141.07
1969-07-21T07:04:19.554647Z,-14144140.46
1969-07-21T07:04:20.158421Z,-14144139.86
1969-07-21T07:04:20.762194Z,-14144139.25
1969-07-21T07:04:21.365968Z,-14144138.65
1969-07-21T07:04:21.969742Z,-14144138.05
1969-07-21T07:04:22.573515Z,-14144137.44
1969-07-21T07:04:23.177289Z,-14144136.84
1969-07-21T07:04:23.781062Z,-14144136.23
1969-07-21T07:04:24.384836Z,-14144135.63
1969-07-21T07:04:24.988609Z,-14144135.03
1969-07-21T07:04:25.592383Z,-14144134.42
1969-07-21T07:04:26.196157Z,-14144133.82
1969-07-21T07:04:26.799930Z,-14144133.22
1969-07-21T07:04:27.403704Z,-14144132.61
1969-07-21T07:04:28.007477Z,-14144132.01
1969-07-21T07:04:28.611251Z,-14144131.4
1969-07-21T07:04:29.215025Z,-14144130.8
1969-07-21T07:04:29.818798Z,-14144130.2
1969-07-21T07:04:30.422572Z,-14144129.59
1969-07-21T07:04:31.026345Z,-14144128.99
1969-07-21T07:04:31.630119Z,-14144128.39
1969-07-21T07:04:32.233892Z,-14144127.78
1969-07-21T07:04:32.837666Z,-14144127.18
1969-07-21T07:04:33.441440Z,-14144126.57
1969-07-21T07:04:34.045213Z,-14144125.97
1969-07-21T07:04:34.648987Z,-14144125.37
1969-07-21T07:04:35.252760Z,-14144124.76
1969-07-21T07:04:35.856534Z,-14144124.16
1969-07-21T07:04:36.460308Z,-14144123.56
1969-07-21T07:04:37.064081Z,-14144122.95
1969-07-21T07:04:37.667855Z,-14144122.31
1969-07-21T07:04:38.271628Z,-14144121.71
1969-07-21T07:04:38.875402Z,-14144121.09
1969-07-21T07:04:39.479176Z,-14144120.54
1969-07-21T07:04:40.082949Z,-14144119.93
1969-07-21T07:04:40.686723Z,-14144119.33
1969-07-21T07:04:41.290496Z,-14144118.73
1969-07-21T07:04:41.894270Z,-14144118.12
1969-07-21T07:04:42.498043Z,-14144117.52
1969-07-21T07:04:43.101817Z,-14144116.91
1969-07-21T07:04:43.705591Z,-14144116.31
1969-07-21T07:04:44.309364Z,-14144115.71
1969-07-21T07:04:44.913138Z,-14144115.1
1969-07-21T07:04:45.516911Z,-14144114.5
1969-07-21T07:04:46.120685Z,-14144113.9
1969-07-21T07:04:46.724459Z,-14144113.29
1969-07-21T07:04:47.328232Z,-14144112.69
1969-07-21T07:04:47.932006Z,-14144112.08
1969-07-21T07:04:48.535779Z,-14144111.48
1969-07-21T07:04:49.139553Z,-14144110.88
1969-07-21T07:04:49.743326Z,-14144110.27
1969-07-21T07:04:50.347100Z,-14144109.67
1969-07-21T07:04:50.950874Z,-14144109.06
1969-07-21T07:04:51.554647Z,-14144108.46
1969-07-21T07:04:52.158421Z,-14144107.86
1969-07-21T07:04:52.762194Z,-14144107.25
1969-07-21T07:04:53.365968Z,-14144106.65
1969-07-21T07:04:53.969742Z,-14144106.05
1969-07-21T07:04:54.573515Z,-14144105.44
1969-07-21T07:04:55.177289Z,-14144104.84
1969-07-21T07:04:55.781062Z,-14144104.23
1969-07-21T07:04:56.384836Z,-14144103.63
1969-07-21T07:04:56.988609Z,-14144103.03
1969-07-21T07:04:57.592383Z,-14144102.42
1969-07-21T07:04:58.196157Z,-14144101.82
1969-07-21T07:04:58.799930Z,-14144101.22
1969-07-21T07:04:59.403704Z,-14144100.61
1969-07-21T07:05:00.007477Z,-14144100.01
1969-07-21T07:05:00.611251Z,-14144099.4
1969-07-21T07:05:01.215025Z,-14144098.8
1969-07-21T07:05:01.818798Z,-14144098.2
1969-07-21T07:05:02.422572Z,-14144097.59
1969-07-21T07:05:03.026345Z,-14144096.99
